Link sản phẩm,Link hình ảnh,Tên sản phẩm,Giá,Thể loại,Loại sách,Kích thước,Số trang,Tác giả,Dịch giả,NXB,NPH,Barcode,Description
https://nhasachphuongnam.com/vi/nha-trang-mua-dep-nhat.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/214/nha-trang-mua-dep-nhat.jpg,Nha Trang Mùa Đẹp Nhất,125000,Văn Học,Bìa mềm,14.5 x 20.5 cm,223,Đào Thị Thanh Tuyền,None,NXB Lao Động,Chibooks,893853812312,"Tập tản văn khắc họa nỗi nhớ của tác giả về quê nhà Nha Trang, nơi tác giả sinh ra và lớn lên bên cha mẹ, chòm xóm. Nha Trang in sâu trong trái tim và tâm trí của tác giả với biển mênh mang chân tình luôn an ủi, sẻ chia buồn vui sướng khổ của con người; với núi giăng tứ phía thách thức bàn chân ta khám phá; với những món ăn mang hồn quê xứ không nơi nào có được vị ấy, hương ấy; với những ""người muôn năm cũ""… Trích đoạn sách: Tôi về Nha Trang, ngắm hai chiếc giường, ký ức tràn về không thắng lại kịp. Tôi lần tay theo thành giường và miên man nhớ. Sáu mươi năm hơn cho tuổi của hai chiếc giường và sẽ lâu hơn nữa vì gỗ còn chắc chắn lắm. Nếu chiếc giường biết nói, nó sẽ kể lại cho tôi nghe đầy đủ những câu chuyện thời thơ ấu. Và, làm sao tôi biết được tâm sự của chúng lúc rời xa cho đến khi được đoàn tụ? (Trích đoạn “Chuyện hai cái giường”) Thời tuổi teen của con trai tôi gắn liền với beatbox cho đến khi cháu vào đại học và đã có một đêm diễn beatbox trên sân khấu của trường. Đam mê chỉ một thời. Tuổi trưởng thành, con trai tôi không còn say mê beatbox nữa. Bỏ lâu, thỉnh thoảng, cháu lại nói giọng có chút nuối tiếc: “Bây giờ hết cảm xúc để làm beatbox nữa rồi!” Một ngày, tôi giật mình khi nghe tiếng cháu hát, còn làm beatbox với những cử động tay sống động. Niềm vui vỡ òa. Tôi hiểu, mọi thứ qua đi, ngày mới sang trang mang đến cho con người nhiều hy vọng, đôi khi bắt đầu từ tiếng hát. (Trích đoạn “Tiếng hát”) Thông tin tác giả Đào Thị Thanh Tuyền Sinh ngày: 1/8/1959. Quê quán: Diên Khánh – Khánh Hòa. Hội viên Hội Văn học nghệ thuật tỉnh Khánh Hòa. Hiện sinh sống tại TP.HCM. Tác phẩm đã xuất bản: "
https://nhasachphuongnam.com/vi/cuoc-phieu-luu-ky-bi-phan-2-thanh-tuyet-son-phieu-luu-ky.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/214/cuoc-phieu-luu-ky-bi-phan-2-thanh-tuyet-son-phieu-luu-ky.jpg,Cuộc Phiêu Lưu Kỳ Bí - Phần 2: Thánh Tuyết Sơn Phiêu Lưu Ký,117000,Văn Học,Bìa mềm,14.5 x 20.5 cm,235,Lý Thất ThấtLý Vân Nhất,Nguyễn Việt Hoàng,NXB Lao Động,Chibooks,893853812314,"Vị thuốc thần bí cứu dân làng và giấc mơ bí ẩn Trong một lần bị quái thú truy đuổi quyết liệt đến núi Kỳ Liên, Lang Nha và Minh Không đã tình cờ phát hiện ngôi làng Đại Nguyệt nằm ẩn dật, cách ly với thế giới bên ngoài. Với vài ngày ngắn ngủi ở làng, hai bạn nhỏ cũng đã khám phá được bí ẩn của ngôi làng này, và cả nguyên nhân gây ra dịch bệnh mà dân làng phải chịu đựng. Với lòng quả cảm, kiên cường, Lang Nha và Minh Không cùng với cô bé tiểu y tiên Tuyết Kiến đã quyết định lên đường đi đến núi Thánh Tuyết tìm cho được vị thuốc thần bí để giúp dân làng qua cơn hiểm nguy, đồng thời cũng giúp Lang Nha khám phá ra bí ẩn trong giấc mơ của mình để giải cứu những tiểu yêu tinh hiền lành tại thung lũng yêu tinh. Nhưng trên đường đi, tên áo đen cầm đầu bọn quái thú dùng mọi thủ đoạn không ngừng ngăn cản ba bạn nhỏ đến được núi Thánh Tuyết nhằm thực hiện âm mưu của hắn. Âm mưu của tên áo đen là gì? Liệu Lang Nha, Minh Không và Tuyết Kiến có thể thực hiện được nhiệm vụ khó khăn này hay không? "
https://nhasachphuongnam.com/vi/cuoc-phieu-luu-ky-bi-phan-1-quyet-chien-linh-da-tu.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/214/cuoc-phieu-luu-ky-bi-phan-1-quyet-chien-linh-da-tu.jpg,Cuộc Phiêu Lưu Kỳ Bí - Phần 1: Quyết Chiến Linh Đà Tự,117000,Văn Học,Bìa mềm,14.5 x 20.5 cm,234,Lý Thất ThấtLý Vân Nhất,Nguyễn Việt Hoàng,NXB Lao Động,Chibooks,893853812313,"Nguồn sức mạnh bí ẩn của sợi dây chuyền răng sói Trong một lần dừng chân tại quán trọ nghỉ ngơi, Lang Nha và chú Diệp Phi đã đụng độ với quái thú rồng hai đầu, và chú Diệp Phi đã bị con quái thú đó bắt đi. Lang Nha quyết tâm đi tìm con quái thú để báo thù và đưa chú Diệp Phi trở về. Cùng với sự giúp đỡ của tiểu hòa thượng Minh Không, và vị trụ trì Minh Kính đại sư tại chùa Linh Đà, Lang Nha đã khám phá ra được bí ẩn của sợi dây chuyên răng sói do cha mẹ để lại, và cũng đã biết được căn nguyên của nguồn sức mạnh bên trong đó. Với nguồn sức mạnh mới mẻ do sợi dây chuyền răng sói gửi đến cho Lang Nha, và năng lực tịnh hóa mới dành cho Minh Không, hai cậu bé lại phải đương đầu với tên áo đen, cầm đầu lũ quái thú, luôn muốn sở hữu nguồn sức mạnh vô biên. Vậy tên áo đen đó là ai? Và tại sao hắn lại muốn sở hữu nguồn sức mạnh to lớn đó như vậy? Liệu Lang Nha và Minh Không có thành công giải cứu được chú Diệp Phi không? "
https://nhasachphuongnam.com/vi/combo-5-cuon-sai-gon-chuyen-doi-cua-pho.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/214/combo-5-cuon-sai-gon-chuyen-doi-cua-pho.jpg,Combo 5 cuốn Sài Gòn Chuyện Đời Của Phố,1318860,Văn Học,Bìa mềm,19 x 21 cm,None,Phạm Công Luận,None,NXB Hội Nhà VănNXB Văn Hóa - Văn Nghệ,Phương Nam Book,combo-saigon,"Combo 5 cuốn Sài Gòn Chuyện Đời Của Phố Sài Gòn, cũng như bất cứ thành phố nào trên thế gian, giấu trong lòng nó hàng ngàn ký ức. Có loại ký ức hiện hữu, chẳng hạn một bức tranh xưa, một tờ báo cũ, một món nữ trang; cũng có loại ký ức thuộc về tinh thần, chỉ có thể sống trong niềm thương nỗi nhớ của người hoài niệm. Mà dù là loại ký ức nào thì chúng cũng đang dần bị thất tán, lãng quên. Thật may, Sài Gòn còn có một người tình như Phạm Công Luận. ...Có thể nói Sài Gòn – Chuyện Đời Của Phố là một tác phẩm khảo cứu công phu, nghiêm túc, với rất nhiều tư liệu quý hiếm mà thậm chí thư viện hay bảo tàng quốc gia cũng không có được. Bên cạnh đó cuốn sách cũng có thể coi như một áng văn chương mềm mại, tinh tế và thâm trầm. Văn Phạm Công Luận trong Sài Gòn – Chuyện Đời Của Phố dường như hòa làm một với rêu phong. Độc giả đã quen lối văn hùng biện, triết luận của anh trong “Nếu biết trăm năm là hữu hạn”, “Những lối về ấu thơ”… khó có thể nhận ra anh trong cuốn sách này, nhưng thật ra anh luôn có ở đó. Những câu văn anh giấu mình, khiêm nhượng trước sự mênh mông của đời phố và đời người. "
https://nhasachphuongnam.com/vi/hoi-chung-tuoi-thanh-xuan-tap-4-than-tuong-cuong-chi-gai.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/212/hoi-chung-tuoi-thanh-xuan-tap-4.jpg,Hội Chứng Tuổi Thanh Xuân - Tập 4: Thần Tượng Cuồng Chị Gái,105000,Văn Học,Bìa mềm,13 x 19 cm,384,Hajime Kamoshida,Rất Chán,NXB Kim Đồng,None,893524485847,"Học kì hai. Thứ đang chờ đợi Sakuta trong lúc cậu mải vui sướng vì đã lâu rồi mới được gặp Mai lại là một lời tàn nhẫn: ""Cậu là ai?"" Linh hồn của Mai dường như đã bị hoán đổi với một ai khác do Hội chứng tuổi dậy thì. Người đó chính là Toyohama Nodoka, một idol tân binh, tóc vàng và trang điểm rất sành điệu. Cô nàng là em gái cùng cha khác mẹ với Mai, hiện đang ở căn hộ của Mai sau khi bỏ nhà ra đi vì cãi nhau với mẹ. Cả hai chọn cách đóng giả người kia để sinh hoạt như bình thường, nhưng dường như Nodoka có chuyện muốn nói với Mai…? Chẳng nhẽ việc thân mật với chị Mai sẽ lại bị trì hoãn nếu như không giải quyết được vụ này!? Chuyện tình hài hước thanh xuân đầy bí ẩn của chúng tôi, những con người bình thường, tập bốn: ""Đừng có nhìn chị tôi bằng ánh mắt hư hỏng ấy!"" ------ HỘI CHỨNG TUỔI THANH XUÂN là series light-novel cực kì ăn khách của bộ đôi bao gồm tác giả Hajime KAMOSHIDA và hoạ sĩ Keji MIZOGUCHI. Đây chính là nguyên tác của bộ anime đình đám thống lĩnh mọi bảng xếp hạng anime năm 2018 và tiếp tục được chuyển thể thành movie chiếu rạp vào năm 2019! Bộ sách cũng đã lọt top các series bán chạy nhất nửa đầu 2020 tại thị trường Nhật Bản. "
https://nhasachphuongnam.com/vi/nuoc-van-chay-duoi-chan-cau-mu-ke-tai-ban-nam-2021.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/212/nuoc-van-chay-duoi-chan-cau-mu-ke.jpg,Nước Vẫn Chảy Dưới Chân Cầu Mụ Kề (Tái bản năm 2021),205000,Văn Học,Bìa mềm,15.5 x 23.5 cm,564,Hoàng Hữu Phê,None,NXB Phụ Nữ,None,978604329104,"Nước Vẫn Chảy Dưới Chân Cầu Mụ Kề là câu chuyện trưởng thành của một cậu bé tỉnh lẻ đã sống qua chiến tranh phá hoại khốc liệt ở khu Bốn và những năm tháng là du học sinh, khám phá kiến thức và những điều mới mẻ từ các truyền thống văn hóa khác, thông qua một tập hợp ngẫu nhiên và lạ lùng của các nơi chốn, từ những địa danh bom đạn ác liệt của Quảng Bình cho đến các khung cảnh đô thị đặc trưng, lần lượt tại Đồng Hới, Hà Nội, Kiev, Bangkok và London. Như môt sự trớ trêu của số phận, cậu bé tỉnh lẻ, vốn cảm thấy thoải mái nhất khi sống giữa bạt ngàn cây cỏ không tên ở các khu rừng nhiệt đới dọc theo dãy Trường Sơn, từng đạt giải dịch văn học với cuốn Thao thức, cuối cùng lại trở nên gắn bó không thể tách rời với công việc chính của đời mình, là nghiên cứu lý thuyết và ứng dụng trong lĩnh vực cấu trúc đô thị. Không ngại mình là cậu học trò tỉnh lẻ, không ngại mình là một du học sinh đi ra từ đất nước đang có chiến tranh, không ngại định kiến, thành trì, Hoàng Hữu Phê chọn cho mình một con đường không hề dễ dàng, và gặt hái được thành tựu không hề nhỏ: ông được tặng giải thưởng uy tín The Donald Robertson Memorial Prize 2000 của tạp chí hàng đầu trên thế giới về nghiên cứu đô thị, Urban Studies, cùng với Giáo sư Patrick Wakely (UCL), cho công trình về lý thuyết Vị thế – Chất lượng (SQTO). Bách khoa toàn thư Wiley Blackwell về Nghiên cứu Vùng và Đô thị (The Wiley Blackwell Encyclopedia of Urban and Regional Studies (A. M Orum, 2019)), đã đề cập đến lý thuyết Vị thế – Chất lượng, trong cách giải thích về quyết định lựa chọn nơi ở. Tại Việt Nam, ông tham gia quy hoạch và thiết kế nhiều công trình, trong số đó có Rạp Xiếc Trung ương tại Hà Nội, nhà học Đại học Cần Thơ, Trụ sở Viện Dầu khí, các khu đô thị mới Trung Hòa – Nhân Chính, Bắc An Khánh (Splendora), đô thị du lịch Cái Giá – Cát Bà, cùng rất nhiều công trình khác, đặc biệt là nhà cao tầng, tại Hà Nội và các thành phố trong cả nước. Những câu chuyện được luận bàn rôm rả ở Hà Nội một thời, như ý tưởng phố đi bộ, xây nhà chung cư khu đô thị Trung Hòa Nhân Chính, mở rộng Hà Nội… đều liên quan đến ông – một kiến trúc sư có nhiều trải nghiệm về thế giới rộng lớn bên ngoài và mong muốn làm nhiều hơn cho các thành phố ở Việt Nam thông qua các đóng góp về lý thuyết cấu trúc đô thị. "
https://nhasachphuongnam.com/vi/loan-but-hanh-bia-cung.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/211/loan-but-hanh-bc.jpg,Loạn Bút Hành (Bìa cứng),129000,Văn Học,Bìa cứng,14.5 x 20.5 cm,115,Nguyễn Tiến Thanh,None,NXB Văn Học,None,201070503944,"“Sau thời sinh viên, chất lãng tử trong thơ Nguyễn Tiến Thanh càng được dịp tung hoành, thoát khỏi cái khuôn khổ của môi trường học đường. Bản thân Tiến Thanh sau 6 năm ở lại trường đại học làm công tác giảng dạy đã bung ra ngoài đi làm báo, dựng lên cả một “đế chế” mang thương hiệu Đời sống và pháp luật. Bài thơ được chọn làm tên chung cho cả tập – Loạn bút hành – mang đầy đủ khí chất và phong cách thơ Tiến Thanh: Ta chẳng dại gì như Kinh Kha/ Nhưng cũng điêu linh lúc nhớ nhà/ Người xưa chống kiếm qua sông Dịch/ Ta vung bút loạn bến Thương hà/ Dẫu có một đi không trở lại/ Thì ta, hề, uống mắt môi xưa/ Ngàn lau đã trắng trời quan ải/ Em ở đâu, hề, không tiễn đưa. Thể thơ hành, ngỡ đã thất truyền từ sau thời Thơ Mới với cac sáng tác nổi tiếng của Thâm Tâm (Tống biệt hành), Nguyễn Bính (Hành phương Nam)… giờ được dịp sống lại ngạo nghễ, khí phách trong thơ Nguyễn Tiến Thanh: Thì em cứ hát lời đơn bạc/ Người đi chí lớn vẫn cơ hàn/ Ta vốn chẳng thèm kiêng gió cát/ Đầu trần đi giữa nắng nhân gian…” “… Bài thơ được viết mới nhất trong tập Loạn bút hành, theo tôi biết là bài Tháng Tư, một bài thơ trong mùa Covid. Một năm Tiến Thanh chỉ làm đôi bài thơ, có những năm không viết bài nào, nhưng chất du tử lãng đãng hào hoa của anh vẫn in bóng vào từng câu chữ. Và những câu thơ mà tôi dẫn sau đây, cho ta thấy thêm một góc khác của con người Tiến Thanh: Lãng tử mà vẫn đầy trách nhiệm công dân, vẫn nghĩ suy đồng hành rung cảm cùng những biến động, sự kiện thời cuộc. Và thơ anh chưa bao giờ hết một niềm tin: Tôi nhớ lắm trời xanh và mây trắng/ Trời của mùa, mây của gió mà thôi/ Cà phê đắng – rơi đi – thời gian đắng/ Từng giọt buồn hạnh phúc quanh tôi…/Nếu tất cả đã không còn nguyên vẹn/ Tháng Tư này không giống giấc mơ xưa/ Sao không thể hát lên lời cầu nguyện/ Hết mưa phùn, rồi sẽ lại… tháng Tư.” (Trích “Đầu trần đi giữa nắng nhân gian” của Đỗ Anh Vũ- Báo Văn nghệ số 23/2021) "
https://nhasachphuongnam.com/vi/loan-but-hanh-bia-mem.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/211/loan-but-hanh-bm.jpg,Loạn Bút Hành (Bìa mềm),49000,Văn Học,Bìa mềm,14.5 x 20.5 cm,115,Nguyễn Tiến Thanh,None,NXB Văn Học,None,978604333168,"“Sau thời sinh viên, chất lãng tử trong thơ Nguyễn Tiến Thanh càng được dịp tung hoành, thoát khỏi cái khuôn khổ của môi trường học đường. Bản thân Tiến Thanh sau 6 năm ở lại trường đại học làm công tác giảng dạy đã bung ra ngoài đi làm báo, dựng lên cả một “đế chế” mang thương hiệu Đời sống và pháp luật. Bài thơ được chọn làm tên chung cho cả tập – Loạn bút hành – mang đầy đủ khí chất và phong cách thơ Tiến Thanh: Ta chẳng dại gì như Kinh Kha/ Nhưng cũng điêu linh lúc nhớ nhà/ Người xưa chống kiếm qua sông Dịch/ Ta vung bút loạn bến Thương hà/ Dẫu có một đi không trở lại/ Thì ta, hề, uống mắt môi xưa/ Ngàn lau đã trắng trời quan ải/ Em ở đâu, hề, không tiễn đưa. Thể thơ hành, ngỡ đã thất truyền từ sau thời Thơ Mới với cac sáng tác nổi tiếng của Thâm Tâm (Tống biệt hành), Nguyễn Bính (Hành phương Nam)… giờ được dịp sống lại ngạo nghễ, khí phách trong thơ Nguyễn Tiến Thanh: Thì em cứ hát lời đơn bạc/ Người đi chí lớn vẫn cơ hàn/ Ta vốn chẳng thèm kiêng gió cát/ Đầu trần đi giữa nắng nhân gian…” “… Bài thơ được viết mới nhất trong tập Loạn bút hành, theo tôi biết là bài Tháng Tư, một bài thơ trong mùa Covid. Một năm Tiến Thanh chỉ làm đôi bài thơ, có những năm không viết bài nào, nhưng chất du tử lãng đãng hào hoa của anh vẫn in bóng vào từng câu chữ. Và những câu thơ mà tôi dẫn sau đây, cho ta thấy thêm một góc khác của con người Tiến Thanh: Lãng tử mà vẫn đầy trách nhiệm công dân, vẫn nghĩ suy đồng hành rung cảm cùng những biến động, sự kiện thời cuộc. Và thơ anh chưa bao giờ hết một niềm tin: Tôi nhớ lắm trời xanh và mây trắng/ Trời của mùa, mây của gió mà thôi/ Cà phê đắng – rơi đi – thời gian đắng/ Từng giọt buồn hạnh phúc quanh tôi…/Nếu tất cả đã không còn nguyên vẹn/ Tháng Tư này không giống giấc mơ xưa/ Sao không thể hát lên lời cầu nguyện/ Hết mưa phùn, rồi sẽ lại… tháng Tư.” (Trích “Đầu trần đi giữa nắng nhân gian” của Đỗ Anh Vũ- Báo Văn nghệ số 23/2021) "
https://nhasachphuongnam.com/vi/chieu-khong-ten-nhu-vet-muc-giua-doi.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/211/chieu-khong-ten-nhu-vet-muc-giua-doi.jpg,Chiều Không Tên Như Vết Mực Giữa Đời,49000,Văn Học,Bìa mềm,14.5 x 20.5 cm,104,Nguyễn Tiến Thanh,None,NXB Văn Học,None,978604323445,
https://nhasachphuongnam.com/vi/trong-rung-nho.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/211/trong-rung-nho.jpg,Trong Rừng Nho,76000,Văn Học,Bìa mềm,14.5 x 20.5 cm,120,Ngô Tất Tố,None,NXB Văn Học,None,978604307997,"Với phụ đề Dã sử Hồ Xuân Hương, Trong Rừng Nho khắc họa một cách rõ nét chân dung nữ sĩ họ Hồ - tác giả của những bài thơ Nôm nổi tiếng với phong cách lạ được truyền tụng từ nhiều thế kỷ. Dưới ngòi bút Ngô Tất Tố, Bà chúa thơ Nôm xuất hiện như một cá tính nữ độc đáo, một nữ sĩ đang thử phá hết những cái đạo đức giả; vạch rõ những thứ lễ nghi chế độ cổ hủ đặt ra cho đàn bà, con gái... rặt là những cái xiềng xích trói buộc. Đọc Trong Rừng Nho có thể thấy phảng phất đâu đó vẫn là những nét viết, những đặc điểm của Ngô Tất Tố trong các tác phẩm khác như: ""Lều chõng"", ""Tắt đèn"", ""Việc làng"",… Cũng bởi nhà văn có một vốn hiểu biết sâu sắc về Nho học, nên lời ăn tiếng nói, cung cách sinh hoạt của những ông Nghè, ông Cống được vẽ rất rõ nét. Hay những sinh hoạt văn hóa, khoa cử của kinh thành Thăng Long vào những năm cuối thế kỷ 19 cũng được Ngô Tất Tô tái hiện một cách chính xác, sinh động. Sức hấp dẫn của truyện Dã sử Trong Rừng Nho còn được Ngô Tất Tố lồng ghép khéo léo trong những tình tiết pha chút trào phúng, hóm hỉnh. Có đoạn như những truyện tiếu lâm, thắt nút, mở nút, đầy kịch tính dẫn đến kết cục bất ngờ. Tác phẩm được kết hợp nhiều sở trường thi pháp của Ngô Tất Tố. Người đọc vốn đã thán phục trước tài năng phong phú trong nhiều lĩnh vực của nhà văn, giờ đây lại được mở mang hơn nữa qua tác phẩm Trong Rừng Nho -  một quyển sách rất lý thú.  "
https://nhasachphuongnam.com/vi/the-gioi-otome-game-that-khac-nghiet-voi-nhan-vat-quan-chung-tap-3.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/211/the-gioi-otomegame-that-khac-nghiet-voi-nhan-vat-quan-chung-t3.jpg,Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng - Tập 3,179000,Văn Học,Bìa mềm,13 x 18 cm,640,Mishima Yomu,Roku,NXB Thế Giới,Tsuki LightNovel,893532500178,"Boss cuối trong game – Công quốc Fanoss – xuất hiện ở tập 2 khiến cho Leon phải rất vất vả mới có thể đánh bại. Nhưng liệu đó có phải là toàn bộ thực lực của Công quốc Fanoss không, hay chỉ là một phần nhỏ sức chiến đấu, điều này không ai có thể nắm rõ được. Trong tập 3 này, Leon vừa phải đối phó với những kẻ địch mạnh mẽ đang xuất hiện ngày càng nhiều, vừa phải ứng phó với một Luxion thích “cà khịa” cũng như vấn đề tình cảm rối ren của bản thân và những cảnh ngộ éo le trong cuộc sống hang ngày. Hãy cùng xem anh chàng “nhân vật quần chúng” của chúng ta xoay sở như thế nào nhé! Ngoài ra còn một bất ngờ nữa liên quan đến cô nàng “Thánh Nữ giả mạo”, Marie. Hãy cùng chờ xem đó là gì nào! "
https://nhasachphuongnam.com/vi/nu-hon-doi-lua-bo-2-cuon.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/211/nu-hon-doi-lua-bo-2c.jpg,Nụ Hôn Dối Lừa (Bộ 2 cuốn),228000,Văn Học,Bìa mềm,14 x 20.5 cm,584,Mary E. Pearson,Trần Nhật Quang,NXB Văn Học,ASBooks,978604323564,"Ở Vương quốc Morrighan, trong một xã hội truyền thống, cuộc đời của công chúa Lia đã được định sẵn. Mười bảy tuổi, cô phải kết hôn với hoàng tử của Dalbreck, để xây dựng một liên minh vững mạnh, chống lại những kẻ ngoại tộc muốn xâm chiếm. Không chấp nhận cuộc hôn nhân chính trị sắp đặt, Lia bỏ trốn đến một vùng đất xa xôi. Ở đây, cô gặp hai chàng trai lạ mặt và quyến rũ, mà không biết rằng một người chính là hoàng tử có hôn ước với cô, và một người là sát thủ được phái đến để sát hại cô. Trước tình yêu đầu mãnh liệt, nhận ra bản thân mang năng lực đặc biệt mạnh mẽ, Lia dần phát hiện ra nhiều âm mưu nguy hiểm và những sự giả dối không ngờ. Một câu chuyện lồng trong nhiều câu chuyện, mỗi nhân vật đều có cá tính nổi bật, tình tiết đan xen phức tạp, không thể dự đoán, thêm vào các yếu tố thần bí, siêu nhiên; tác giả Mary E. Pearson mang đến cho bạn đọc một thế giới giả tưởng – huyền thoại sống động đầy mê hoặc. “Trong Nụ Hôn Dối Lừa, một thế giới mới được dựng lên ngoạn mục bằng ngòi bút lão luyện, bao gồm âm mưu của những kẻ nắm quyền, các liên minh chính trị và các quốc gia thù địch. Những người hâm mộ loạt phim Game of Thrones sẽ say mê đọc và đắm chìm vào thế giới loạn lạc vượt thời gian này.”- VOYA “Bí ẩn, lãng mạn, phản bội, chuộc lỗi: Có quá nhiều điều lôi cuốn độc giả vào phần này của câu chuyện, và khiến họ mất kiên nhẫn để chờ các phần tiếp theo.” - Chicago Tribune “Áng văn đẹp như vẽ, tình tiết hồi hộp nghẹt thở, nàng công chúa táo bạo và câu chuyện tình lãng mạn này sẽ khiến bạn ngây ngất. Đây chắc chắn là một trong những cuốn sách yêu thích nhất của tôi trong năm nay.” – Alyson Noel "
https://nhasachphuongnam.com/vi/ba-nghin-nam-truoc-doa-sen-no-trong-dem-thanh-vang.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/210/ba-nghin-nam-truoc-doa-sen-no-trong-dem-thanh-vang.jpg,Ba Nghìn Năm Trước Đóa Sen Nở Trong Đêm Thanh Vắng,139000,Văn Học,Bìa mềm,14.5 x 20.5 cm,360,Bạch Lạc Mai,Tố Hinh,NXB Văn Học,Người Trẻ Việt,893532500152,"Ba nghìn năm trước, thời gian như một cái chớp mắt, tháng năm xa xưa khúc khuỷu, hoang liêu mà đẹp đẽ. Nhật nguyệt tỏ mờ, cây cỏ khô tươi, thế nhân tan hợp, đều chung vui buồn. Giữa nhân gian huyên náo vãng lai này, vạn vật thoạt trông thì phồn thịnh mà bơ vơ, thực ra thứ gì cũng có sở cầu, thứ gì cũng có nơi gửi gắm. Những chuyện và người đã qua, cũng tan biến giữa phong cảnh trôi nhanh như ráng chiều soi đình viện. Thục nữ yểu điệu ba nghìn năm trước vẫn đang hái rau hạnh bên sông, người quân tử muốn theo đuổi nàng vẫn ngày nhớ đêm mong, không ăn không ngủ. Người ấy ba nghìn năm trước vẫn ở bên bờ nước. Hoa đào ba nghìn năm trước vẫn nở rồi tàn theo thời tiết, chẳng tỏ cùng ai. Thời gian ba nghìn năm trước vẫn lênh đênh trôi đi giữa mênh mông gió bụi. Suốt ba nghìn năm, bóng thời gian đan xen, vật đổi sao dời, từ cổ kính bao la đến liễu rủ phồn hoa, từ núi sông lặng lẽ đến mây vần gió nổi. Biết bao sát phạt chiến loạn, biết bao tai nạn kiếp số, như một trận gió lồng lộn thổi qua vô số triều đại, chẳng có gì ngăn trở. Có lúc nghĩ rằng triều đại nào cũng trôi đi như thế, chỉ làm khách bên đường, không say mê, không dừng lại. Không xảy ra chuyện gì với ai, cũng không vướng phải bất cứ tình cảm gì, không động tới gió nhẹ mưa phùn, thậm chí cây cỏ đá núi cũng không vương vấn. Lẳng lặng đến rồi đi như bụi trần, không thể gặp gỡ, không còn tăm tích. Nỗi tịch liêu giữa hồng trần sâu thẳm như tuyết, những thứ chúng ta nắm giữ chỉ ở thì hiện tại, bước qua hay không bước qua, đều là một đời. Mỗi người chỉ là hạt bụi có cũng được không cũng xong, vô vị vãng lai, tùy ý đi đến. Hết thảy danh lợi tình ái, khi nồng như rượu, khi nhạt như gió, song cuối cùng đều sẽ trôi qua. Nếu chăm chăm vào đó ắt sẽ tổn thương, có nuối tiếc cũng chưa hẳn là không được. Vạn sự từ lâu đã có an bài, hết thảy duyên phận không cần cố chấp, buông xuống là nhẹ nhõm. “Ba nghìn năm trước đóa sen nở trong đêm thanh vắng” – lại là một cuốn tản văn mang đậm dấu ấn Bạch Lạc Mai, trong trẻo nhẹ nhàng và đầy ý thơ về sự đổi dời của thế nhân và sự lay chuyển của lòng người trong lớp bụi phủ của thời gian, sâu sắc mà xa xôi, buồn thương mà dịu dàng. "
