Link sản phẩm,Link hình ảnh,Tên sản phẩm,Giá,Thể loại,Loại sách,Kích thước,Số trang,Tác giả,Dịch giả,NXB,NPH,Barcode,Description
https://nhasachphuongnam.com/vi/met-roi-hay-om-lay-toi-toi-se-suoi-am-trai-tim-ban.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/206/met-roi-cu-om-lay-toi-toi-se-suoi-am-trai-tim-ban.jpg,"Mệt Rồi Hãy Ôm Lấy Tôi, Tôi Sẽ Sưởi Ấm Trái Tim Bạn",149000,Tâm lý - Giáo dục,Bìa mềm,14.5 x 20.5 cm,232,Nhất Thiền Tiểu Hòa Thượng,Hà Dung,NXB Dân Trí,Văn Việt Books,893532500189,"CUỐN SÁCH MỚI NHẤT ĐẾN TỪ NHẤT THIỀN TIỂU HÒA THƯỢNG! Nhìn qua bạn có vẻ rất mạnh mẽ, nhưng kỳ thực trong thâm tâm bạn lại rất mong mỏi có người ôm lấy mình. Thế nên, hãy để Nhất Thiền ôm lấy bạn… Ôm lấy bạn – người bất chợt cảm thấy nhớ nhà da diết sau mỗi lần gọi điện cho bố mẹ; Ôm lấy bạn – người bị áp lực công việc chèn ép đến không thở nổi; Ôm lấy bạn – người chỉ biết trốn trong góc tối khóc thần biết bao lần; Ôm lấy bạn – người cảm thấy bản thân thật cô đơn… Tôi biết cuộc sống sẽ dồn ép bạn, bắt bạn phải trở nên kiên cường hơn mỗi ngày, nhưng bạn không cần phải tự mình gánh vác tất cả mọi nguyện. Nếu mệt quá rồi, vậy hãy ôm lấy tôi, tôi sẽ sưởi ấm trái tim bạn. ------ Nhất Thiền Tiểu Hòa Thượng  là một nhân vật hoạt hình có hơn 80 triệu người theo dõi trên nhiều nền tảng mạng xã hội khác nhau, hơn 48 triệu người xem các video chữ lành mỗi ngày trên Tik-Tok, hơn 8 triệu người dùng Weibo và Wechat được truyền cảm hứng sống qua các câu chuyện nhỏ hàng ngày, bên cạnh đó các video hoạt họa phát sóng luôn đạt tỉ suất trên 20 tỷ lượt xem và giành được nhiều giải thưởng lớn như Giải Rồng Vàng cho phim hoạt hình Trung Quốc, Giải phim hoạt hình chuyển thể HOT trong năm 2019, Giải thưởng cho nhân vật nổi tiếng với các video HOT trên Weibo… Phim hoạt hình, truyện tranh và âm nhạc cùng các nội dung khác về Nhất Thiền Tiểu Hòa Thượng được lan truyền rộng rãi trên mạng xã hội, tích cực sưởi ấm và chữa lành cho hàng triệu người mỗi ngày ngoài ra còn mang lại cảm hứng sống tích cực và quảng bá nền văn hóa truyền thống của đất nước Trung Hoa. Cuốn sách “Bạn luôn nói không sao, nhưng tôi biết bạn từng khóc thầm rất nhiều lần” của Nhất Thiền đã được xuất bản tại nhiều các quốc gia khác nhau và được biên dịch sang nhiều loại ngôn ngữ như Anh, Hàn, Tây Ban Nha và được đông đảo các độc giả trên toàn thế giới đón nhận, nay đã chính thức có mặt tại Việt Nam. "
https://nhasachphuongnam.com/vi/chua-lanh-bang-tam-thuc-tai-ban-nam-2021.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/205/chua-lanh-bang-tam-thuc-tb-2021.jpg,Chữa Lành Bằng Tâm Thức (Tái bản năm 2021),94500,Tâm lý - Giáo dục,Bìa mềm,13 x 20.5 cm,194,Newton Kondaveti,Lê Thùy Giang,NXB Hồng Đức,Phương Nam Book,893200013121,"Chữa Lành Bằng Tâm Thức Chữa Lành Bằng Tâm Thức đưa độc giả vào chuyến hành trình trở về điểm xuất phát, nơi tâm thức là nguồn gốc cơ bản cho mọi tạo vật, từ đó giúp lần ra nguồn gốc của bệnh tật. Quyển sách cung cấp những hiểu biết mạnh mẽ và công cụ thực tế để mở và giải phóng năng lượng đông cứng đang gây ra bệnh tật, nhằm lấy lại tình trạng sức khỏe hoàn hảo - trong cơ thể,tư duy và linh hồn. Hãy để Chữa Lành Bằng Tâm Thức kết nối chúng ta với tiềm năng chữa bệnh to lớn của ý thức. ------ oOo ------ ""Chữa Lành Bằng Tâm Thức là quyển sách tuyệt vời về khoa học tâm linh. Sự thật phổ quát đầu tiên, chúng ta không chỉ là cơ thể vật lý, mà còn là tâm thức thuần khiết. Thứ hai, chúng ta tạo nên thực tại của riêng mình - chúng ta tạo ra sự khỏe mạnh - và chúng ta cũng tạo ra bệnh tật. Tuy nhiên, hầu như mọi người chưa hiểu hết những sự thật này. Newton Kondaveti diễn đạt Chữa Lành Bằng Tâm Thức bằng bút pháp rõ ràng đáng khâm phục và dễ hiểu. Những bài tập thực hành và thiền định sẽ dẫn dắt chúng ta tiến gần hơn đến cái nhìn thông tuệ, có thể áp dụng lên đời sống hằng ngày."" - Brahmarshi PatrijiNhà sáng lập Pyramid Spiritual Societies Movement (PSSM) "
https://nhasachphuongnam.com/vi/lo-au-xa-hoi.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/204/lo-au-xa-hoi.jpg,Lo Âu Xã Hội,88000,Tâm lý - Giáo dục,Bìa mềm,13.5 x 21 cm,231,David Shanley,Khiết Lam,NXB Thanh Hóa,Văn Lang,893507412497,"Lo âu xã hội là tình trạng kéo dài và có thể gây ảnh hưởng nghiêm trọng đến đời sống thường ngày của bạn. Nhưng hành vi trốn tránh, cảm giác sợ hãi và lo lắng tột độ là triệu chứng điển hình mà người mắc chứng lo âu xã hội thường xuyên trải qua. Điều này có thể ngăn bạn đến với những trải nghiệm mới mẻ và có được cuộc sống mà bạn mong muốn. Với nhiều năm kinh nghiệm trong lĩnh vực điều trị lo âu, tiến sĩ David Shanley sẽ cung cấp cho bạn những thông tin cần thiết và phương pháp hiệu quả nhất để đối mặt với lo âu xã hội. Cụ thể hơn, LO ÂU XÃ HỘI sẽ phân tích về: - Ba khía cạnh cuộc sống mà người mắc chứng lo âu xã hội chật vật nhất: các mối quan hệ, công việc và những tình huống nơi công cộng - Những phương pháp trị liệu hiệu quả như liệu pháp nhận thức hành vi (CBT), liệu pháp chấp nhận và cam kết (ACD) - Bộ công cụ phòng chống lo âu với đầy đủ các bài tập thực hành và ví dụ thực tế Quyển sách sẽ giúp bạn xây dựng sự tự tin học cách tiếp cận lo âu thay vì tránh né và giành lại quyền kiểm soát cuộc đời mình từ tay lo âu "
https://nhasachphuongnam.com/vi/tam-an-at-binh-an.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/196/tam-an-at-binh-an.jpg,Tâm An Ắt Bình An,92000,Tâm lý - Giáo dục,Bìa mềm,14 x 20.5 cm,288,Thiên Ân,None,NXB Phụ Nữ,Skybooks,893532500144,"Cuộc đời không phải lúc nào cũng là câu chuyện cười, nên muốn sống vui, mỗi người cần có riêng mình một bí kíp. Trời mưa, coi đó là chuyện hay cho cỏ cây hoa lá. Mưa đủ, hoa bung nở, ru êm những bực bội trong lòng. Người đời quen bạc bẽo, coi đó là bài học để độc lập mà sống. Tự chủ rồi, sẽ học được cách thứ tha cho những ái hận quẩn quanh. Đường công danh trắc trở, coi đó là bậc thềm để dậm bước tới thành công. Gập ghềnh mãi, bất công cũng thành bất bại, thắng lợi cũng liền trong tay. Tóm lại, đời có ra sao - là khổ hay vui, là đắng hay ngọt cũng là tùy theo tâm tính của mỗi người. Lòng bạn có ấm áp, thiện lành, rộng rãi thì đời mới có rực rỡ, thoáng đãng mà yên vui.  Tâm An Ắt Bình An, cuốn sách đầu tay của tác Thiên An thường được biết tới với biệt danh “Anh Tấm” – tác giả của nhiều bài viết nghiên cứu mệnh số nhân sinh được yêu mến. Tâm An Ắt Bình An chính là bí kíp điều chỉnh tâm tính mà chắc hẳn mỗi người trong chúng ta - dù ở bất kỳ độ tuổi nào đều cần, để đọc, để ngẫm và hơn cả là để thực hành một cách sống: “Tâm ta như mặt trăng. Cuộc sống như hồ nước. Tâm ta tròn thì phản chiếu trong hồ nước là hình tròn. Tâm ta khuyết thì phản chiếu trong hồ nước là hình khuyết. Nên nếu có thời điểm nào quá khó khăn, quá mỏi mệt, quá chán nản, quá đớn đau. Thay vì tìm cách thay đổi cuộc sống, thay đổi cái hình chiếu trong hồ nước, hãy nhắm mắt lại, thay đổi tâm thái của bản thân mình. Khi đó dù mọi thứ vẫn vậy, cuộc sống vẫn bon chen và đầy thử thách. Ta cũng sẽ vẫn thấy, bản tâm mình được thanh thản và thư thái hơn.” “Tâm an ắt bình an”, tâm hồn bạn có tử tế, đường đi mới ngay thẳng, gặp được người chân thành. Thâm tâm bạn kiên cường, bất khuất mới có duyên gặt trái ngọt trên cao. “Tâm an ắt bình an”, nhớ câu này ở trong lòng mỗi khi đời bão nổi, để khỏi phải trăn trở với những chuyện bi hài của thế gian. Để giữa đời vụng lầy vẫn thản nhiên rũ mình làm một đóa sen thơm yên tịnh.  “Tâm an ắt bình an”. Hãy mang cuốn sách này của “Anh Tấm” theo bạn trong những năm tháng sau này, để giá trị của sự bình an luôn tròn vẹn trong tâm trí bạn, giúp bạn tiếp cận những đặc biệt riêng trong cuộc đời của mình. Để quá khứ thôi là nỗi bi quan, để hôm nay thêm tự tin, để sống thêm ngày mai là thêm động lực... “Mỗi người một mệnh số, mỗi người một nghiệp quả, mỗi người một phúc duyên chẳng ai giống ai. Hãy cứ cố gắng, hãy cứ kiên cường, hãy cứ mạnh mẽ... Vinh hoa ở thời điểm được vinh hoa. Phú quý ở điểm xứng đáng được phú quý.” Hãy cứ là chính mình. Sống một đời rực rỡ và bình phàm an yên! "
https://nhasachphuongnam.com/vi/giai-ma-tu-dien-cam-xuc.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/196/giai-ma-tu-dien-cam-xuc.jpg,Giải Mã Từ Điển Cảm Xúc,116000,Tâm lý - Giáo dục,Bìa mềm,13 x 20 cm,212,Kim Eana,Ngân Hà,NXB Thanh Niên,Shinebooks,893532500035,
https://nhasachphuongnam.com/vi/hanh-phuc-hay-khong-do-ta-quyet-dinh-vi.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/196/hanh-phuc-hay-khong-do-ta-quyet-dinh.jpg,Hạnh Phúc Hay Không Do Ta Quyết Định,40000,Tâm lý - Giáo dục,Bìa mềm,12 x 20 cm,120,Watanabe Kazuko,Nguyễn Quốc Vương,NXB Phụ Nữ,None,978604567984,"Bạn đang hạnh phúc hay không? Tại sao? Cái gì làm bạn dằn vặt, khổ đau? Tiền bạc, tình yêu, quan hệ gia đình hay khát vọng thăng tiến? Bạn có bao giờ ngồi trầm lặng nhìn sâu vào mình để suy nghĩ về hạnh phúc? Bản thân mỗi con người luôn tự dằn vặt, tự hỏi bản thân về hạnh phúc và có thể mải miết đi tìm hạnh phúc, thậm chí có người cho đến cuối đời cũng chẳng biết hạnh phúc là cái gì, huống hồ là có được hạnh phúc hay không. Mỗi người là một cá thể không hoàn hảo, vì vậy chúng ta có thể mắc sai lầm và được phép sai lầm. Bởi vì không hoàn hảo nên chúng ta hãy có cái nhìn bao dung hơn với bản thân cũng như với mỗi người xung quanh. Chỉ khi có cái nhìn bao dung bạn sẽ cảm thấy vui vẻ và ấm áp, thấy cuộc sống trở nên nhẹ nhàng hơn. Khi tha thứ cho bản thân mình và tha thứ cho người khác, người tha thứ sẽ trở nên tự do. Người tự do là người có thể quyết định cả sự hạnh phúc và bất hạnh của cá nhân bằng trái tim mình. Đồng thời, con người có tự do trong việc tiếp nhận các điều kiện được đem lại như thế nào và bản thân mình sẽ như thế nào dưới những điều kiện đó để tìm thấy hạnh phúc cho riêng mình. Đừng nhìn vào những thứ đã mất đi, hãy nhìn vào những thứ mình đã có để sống. Không có một ai trong chúng ta là người sinh ra và sống một mình trong thế giới này. Điều đó có nghĩa rằng tất cả mọi người đều không có sự tự tin đối với cuộc sống. Chính vì thế, để có thể sống được cuộc đời với rất nhiều nỗi khó khăn và đau khổ chúng ta sẽ cần đến sự nhân hậu và sự động viên “Bạn hãy cứ sống thôi là đủ” từ người khác. Bạn sẽ không cần phải đau khổ nữa! Những việc buồn tẻ, những nỗi khổ đau cũng sẽ trở thành thứ có giá trị. Đây là phương châm sống và cũng là chỉ dẫn của cuộc đời. Hãy yêu thương bản thân, hiểu rõ giá trị của bản thân và coi trọng những người khác. Hãy bao dung, rộng lượng, biết cảm thông cho bản thân mình và cho người khác. Có như vậy bạn sẽ luôn rộng mở trái tim mình, luôn  an yên trước mọi việc, mọi mối quan hệ, và như vậy hạnh phúc sẽ luôn mỉm cười với bạn. "
https://nhasachphuongnam.com/vi/a-cup-of-chicken-soup-for-the-soul-cho-nhung-trai-tim-rong-mo-tai-ban-nam-2021.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/191/cho-nhung-trai-tim-rong-mo.jpg,A Cup Of Chicken Soup For The Soul - Cho Những Trái Tim Rộng Mở (Tái bản năm 2021),64000,Tâm lý - Giáo dục,Bìa mềm,13 x 20.5 cm,160,Jack CanfieldMark Victor Hansen,None,NXB Tổng Hợp TP. HCM,First News,893508685420,"“Trong đời người ai cũng có những giây phút thật tuyệt vọng. Lúc ấy, khi mà sự cô độc là nỗi bất hạnh lớn nhất thì hơn hết lúc nào hết, ta cần có một tình yêu thương và điểm tựa tinh thần.” “Cuộc sống vốn có nhiều khó khăn, thử thách, cả thất vọng, nỗi buồn. Vì thế, sự chia sẻ và động viên tinh thần mang một ý nghĩ quan trọng. Chính những trái tim nhân ái, vòng tay chia sẻ yêu thương sẽ nâng đỡ và giúp chúng ta dũng cảm vượt qua những nỗi đau thương, mất mát để hướng đến một ngày mai tươi đẹp với ước mơ và hoài bão to lớn, đồng thời giúp chúng ta cảm nhận cuộc sống một cách trọn vẹn hơn.” Đó chính là ý tưởng chính của tập sách A Cup Of Chicken Soup For The Soul - Cho Những Trái Tim Rộng Mở. Tập sách đặc biệt này tuyển chọn những bài viết hay, độc đáo, mang nhiều ý nghĩa sâu sắc, gần gũi với cuộc sống và mang tính tự nhận thức và giáo dục cao. Có ai sống trên đời này lại không khát khao nhận được sự quan tâm, quý mến của mọi người? Có mấy ai lại dám lớn tiếng tuyên bố rằng tôi có thể sống một mình trên cõi đời mà không cần bất kỳ lời chia sẻ, tình cảm yêu thương nào? Vậy chúng ta nên sống như thế nào để có được sự quan tâm và những tình cảm yêu thương ấy? Yêu thương là một cảm xúc thiêng liêng và gần gũi trong cuộc sống của chúng ta. Không một ai có thể sống trên đời mà thiếu tình yêu thương. Vì thế nếu muốn được yêu thương, trước hết bạn hãy yêu thương những người xung quanh. Hãy mở rộng trái tim và quan tâm đến mọi người, để họ nhận thấy sự tồn tại của bạn. Cũng như bạn, họ cũng là những con người khát khao tình yêu thương, sự quan tâm, và bạn hoàn toàn có thể trao tặng họ tất cả những điều ấy. Cuộc sống của bạn sẽ ý nghĩa hơn nhiều khi bạn biết dành tình thương yêu, biết dùng trái tim nhân ái của mình để sưởi ấm và làm cho cuộc sống của những người xung quanh ấm áp, hạnh phúc hơn. Những câu chuyện về tình yêu thương, về sự chia sẻ, quan tâm trong tập sách A Cup Of Chicken Soup For The Soul - Cho Những Trái Tim Rộng Mở sẽ thôi thúc bạn dang rộng cánh tay chia sẻ đầy yêu thương với bạn bè và người thân, sẽ làm bạn bừng sáng với những thời khắc của sự vượt lên chính mình, sẽ là niềm an ủi, xoa dịu những khi bạn căng thẳng tinh thần. Chúng còn khơi dậy khát vọng trong bạn, khuyến khích bạn kiên trì nuôi dưỡng ước mơ, sẵn sàng vượt qua những khó khăn, thử thách mà bạn chắc chắn sẽ gặp phải trên cuộc hành trình để biến ước mơ thành hiện thực. Thông qua những câu chuyện, bạn có thể tìm lại chính mình, có thêm niềm tin, nghị lực để thực hiện những ước mơ, khát vọng, biết chia sẻ và đồng cảm với nỗi đau của những người xung quanh, cảm nhận được giá trị đích thực của cuộc sống. "
https://nhasachphuongnam.com/vi/cau-chuyen-giao-duc-tai-tri.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/195/cau-chuyen-giao-duc-tai-tri.jpg,Câu Chuyện Giáo Dục - Tài Trí,78000,Tâm lý - Giáo dục,Bìa mềm,13 x 20.5 cm,224,Hải Nam,None,NXB Hồng Đức,Trí Việt,978604321939,"Một đứa trẻ, tâm hồn như tờ giấy trắng. Chúng ta vun bồi những điều hay, ý tốt… sẽ cho ra những đứa trẻ với tinh thần khỏe khoắn, vui vẻ và có chí vươn lên. Câu Chuyện Giáo Dục gồm 5 cuốn chủ đề về Tài trí, Kiên trì, Đạo đức, Dũng cảm, Nhân hậu... được biên soạn gồm các truyện thuộc mọi thời đại, mọi xã hội trong và ngoài nước. Nội dung các câu chuyện thể hiện tấm lòng đạo đức, đức hiếu sinh, đạo đức buông xả, sự tài trí; lòng nhân hậu, sự kiên trì, dũng cảm... Giúp trẻ có những tấm gương sáng để học tập, rút được các kinh nghiệm ứng xử thật thông minh, hữu ích cho việc đối nhân xử thế. "
https://nhasachphuongnam.com/vi/cau-chuyen-giao-duc-nhan-hau.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/195/cau-chuyen-giao-duc-nhan-hau.jpg,Câu Chuyện Giáo Dục - Nhân Hậu,78000,Tâm lý - Giáo dục,Bìa mềm,13 x 20.5 cm,248,Hải Nam,None,NXB Hồng Đức,Trí Việt,978604321938,"Một đứa trẻ, tâm hồn như tờ giấy trắng. Chúng ta vun bồi những điều hay, ý tốt… sẽ cho ra những đứa trẻ với tinh thần khỏe khoắn, vui vẻ và có chí vươn lên. Câu Chuyện Giáo Dục gồm 5 cuốn chủ đề về Tài trí, Kiên trì, Đạo đức, Dũng cảm, Nhân hậu... được biên soạn gồm các truyện thuộc mọi thời đại, mọi xã hội trong và ngoài nước. Nội dung các câu chuyện thể hiện tấm lòng đạo đức, đức hiếu sinh, đạo đức buông xả, sự tài trí; lòng nhân hậu, sự kiên trì, dũng cảm... Giúp trẻ có những tấm gương sáng để học tập, rút được các kinh nghiệm ứng xử thật thông minh, hữu ích cho việc đối nhân xử thế. "
https://nhasachphuongnam.com/vi/cau-chuyen-giao-duc-kien-tri.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/195/cau-chuyen-giao-duc-kien-tri.jpg,Câu Chuyện Giáo Dục - Kiên Trì,78000,Tâm lý - Giáo dục,Bìa mềm,13 x 20.5 cm,232,Hải Nam,None,NXB Hồng Đức,Trí Việt,978604321937,"Một đứa trẻ, tâm hồn như tờ giấy trắng. Chúng ta vun bồi những điều hay, ý tốt… sẽ cho ra những đứa trẻ với tinh thần khỏe khoắn, vui vẻ và có chí vươn lên. Câu Chuyện Giáo Dục gồm 5 cuốn chủ đề về Tài trí, Kiên trì, Đạo đức, Dũng cảm, Nhân hậu... được biên soạn gồm các truyện thuộc mọi thời đại, mọi xã hội trong và ngoài nước. Nội dung các câu chuyện thể hiện tấm lòng đạo đức, đức hiếu sinh, đạo đức buông xả, sự tài trí; lòng nhân hậu, sự kiên trì, dũng cảm... Giúp trẻ có những tấm gương sáng để học tập, rút được các kinh nghiệm ứng xử thật thông minh, hữu ích cho việc đối nhân xử thế. "
https://nhasachphuongnam.com/vi/cau-chuyen-giao-duc-dung-cam.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/195/cau-chuyen-giao-duc-dung-cam.jpg,Câu Chuyện Giáo Dục - Dũng Cảm,78000,Tâm lý - Giáo dục,Bìa mềm,13 x 20.5 cm,232,Hải Nam,None,NXB Hồng Đức,Trí Việt,978604321936,"Một đứa trẻ, tâm hồn như tờ giấy trắng. Chúng ta vun bồi những điều hay, ý tốt… sẽ cho ra những đứa trẻ với tinh thần khỏe khoắn, vui vẻ và có chí vươn lên. Câu Chuyện Giáo Dục gồm 5 cuốn chủ đề về Tài trí, Kiên trì, Đạo đức, Dũng cảm, Nhân hậu... được biên soạn gồm các truyện thuộc mọi thời đại, mọi xã hội trong và ngoài nước. Nội dung các câu chuyện thể hiện tấm lòng đạo đức, đức hiếu sinh, đạo đức buông xả, sự tài trí; lòng nhân hậu, sự kiên trì, dũng cảm... Giúp trẻ có những tấm gương sáng để học tập, rút được các kinh nghiệm ứng xử thật thông minh, hữu ích cho việc đối nhân xử thế. "
https://nhasachphuongnam.com/vi/cau-chuyen-giao-duc-dao-duc.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/195/cau-chuyen-giao-duc-dao-duc.jpg,Câu Chuyện Giáo Dục - Đạo Đức,78000,Tâm lý - Giáo dục,Bìa mềm,13 x 20.5 cm,236,Hải Nam,None,NXB Hồng Đức,Trí Việt,978604321935,"Một đứa trẻ, tâm hồn như tờ giấy trắng. Chúng ta vun bồi những điều hay, ý tốt… sẽ cho ra những đứa trẻ với tinh thần khỏe khoắn, vui vẻ và có chí vươn lên. Câu Chuyện Giáo Dục gồm 5 cuốn chủ đề về Tài trí, Kiên trì, Đạo đức, Dũng cảm, Nhân hậu... được biên soạn gồm các truyện thuộc mọi thời đại, mọi xã hội trong và ngoài nước. Nội dung các câu chuyện thể hiện tấm lòng đạo đức, đức hiếu sinh, đạo đức buông xả, sự tài trí; lòng nhân hậu, sự kiên trì, dũng cảm... Giúp trẻ có những tấm gương sáng để học tập, rút được các kinh nghiệm ứng xử thật thông minh, hữu ích cho việc đối nhân xử thế. "
https://nhasachphuongnam.com/vi/con-duong-hanh-phuc.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/194/con-duong-hanh-phuc.jpg,Con Đường Hạnh Phúc,128000,Tâm lý - Giáo dục,Bìa mềm,13.5 x 20.5 cm,248,Thiền sư Gelong Thubten,Lộc Diệu Linh,NXB Thanh Niên,Huy Hoàng,893506563141,"Trong Con đường hạnh phúc: Phép màu hành thiền trong thể kỷ 21, Thiền sư Gelong thubten sẽ đưa độc giả bước vào hành trình khám phá bản chất của hạnh phúc, đồng thời chỉ dẫn cách thiền định và chánh niệm có thể giúp chúng ta tìm được hạnh phúc.  Cuốn sách này sẽ giúp bạn:  -Tiếp cận các phương pháp hành thiền để hạnh phúc  - Dung dưỡng lòng trắc ẩn đối với bản thân và người khác  - Học cách hành thiền cả trong những ngày bận rộn  - Khám phá ra rằng hạnh phúc thật ra là bản năng của chúng ta.  Đây là cuốn sách có thể ""Cách mạng hoá""  mối quan hệ của bạn với những suy nghĩ và cảm xúc "
https://nhasachphuongnam.com/vi/tam-ly-hoc-tat-ca-nhung-dieu-can-biet-de-thong-thao-bo-mon-nay.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/193/tam-ly-hoc-tat-ca-nhung-dieu-can-biet.jpg,Tâm Lý Học - Tất Cả Những Điều Cần Biết Để Thông Thạo Bộ Môn Này,309000,Tâm lý - Giáo dục,Bìa mềm,25 x 22 cm,255,Alan Porter,Hoàng Đức Long,NXB Thế Giới,Nhã Nam,893523522971,"Một cuốn sách nhập môn đầy đủ và toàn diện, cung cấp cho bạn tất cả những khái niệm và chủ đề cần thiết, quan trọng để hiểu các vấn đề nền tảng của tâm lý học! Bằng những sơ đồ rõ ràng cùng những diễn giải sáng rõ, cuốn sách dẫn dắt bạn đào sâu, khám phá tư tưởng chủ đạo của các nhà tâm lý học từ Wilhelm Wundt, Jean-Jacques Rousseau, Francis Galton, Sigmund Freud, Ivan Pavlov, Friedrich Fröebel đến Jean Piaget, Wolfgang Köhler, George A. Miller. Bạn sẽ thấy việc học và hiểu bộ môn này chưa bao giờ dễ dàng và thú vị đến thế! Hy vọng khi đọc xong cuốn sách này, bạn có thể trả lời những câu hỏi lớn của tâm lý học, vốn rất thiết thực với đời sống của chúng ta như:– Việc học tập diễn ra như thế nào trong tâm trí? Con đường hình thành nên nhận thức của chúng ta đi qua những chặng nào?– Liệu các nhóm có ra quyết định sáng suốt hơn các cá nhân? Tại sao lại có sự xung đột giữa các nhóm, có thực sự chỉ là vì vấn đề lợi ích?– Làm thế nào để chúng ta có thể tiến hành nghiên cứu một bộ não sống để có những hình ảnh trực quan, sinh động và những kết luận gần với thực tế nhất?– Những gì góp phần định hình nên nhân cách của chúng ta? Nhân cách ổn định hay biến động có phải chỉ do chúng ta lựa chọn hay do môi trường, hay còn do rất nhiều yếu tố tâm lý ngầm ẩn khác? "
https://nhasachphuongnam.com/vi/khi-ban-dang-mo-thi-nguoi-khac-dang-no-luc.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/219/1_pqhh-50.jpg,Khi Bạn Đang Mơ Thì Người Khác Đang Nỗ Lực,115000,Tâm lý - Giáo dục,Bìa mềm,None,416,Vĩ Nhân,None,NXB 	Văn Học,None,893606759920,
https://nhasachphuongnam.com/vi/an-uong-la-hanh-phuc.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/219/image_195509_1_44036.jpg,Ăn Uống Là Hạnh Phúc,105000,None,None,None,None,None,None,None,None,893497416875,
https://nhasachphuongnam.com/vi/chat-voi-bac-si-bac-si-rieng-cua-be-yeu.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/219/chat-voi-bac-si-bac-si-rieng-cua-be-yeu-56t75_c62cdbfbca734d6da0846782297236b3_master.png,Chat Với Bác Sĩ - Bác Sĩ Riêng Của Bé Yêu,110000,None,None,None,None,None,None,None,None,893528090151,
https://nhasachphuongnam.com/vi/you-can-win-bi-quyet-cua-nguoi-chien-thang.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/218/image_180163.jpg,You Can Win - Bí Quyết Của Người Chiến Thắng,88000,None,None,13 x 20.5 cm,288,None,None,None,None,893508684625,"Nhưng trên hết, đây là cuốn sách từng bước dẫn dặt bạn đi từ mơ ước, khát vọng thành công đến khám phá năng lực của bản thân và biến ước mơ thành hiện thực.   Bí quyết sẽ giúp bạn xây dựng mục tiêu mới, hình thành ý niệm mới về mục đích sống, phát triển tư tưởng mới về bản thân và tương lai. Một trong những mục đích của cuốn sách là giúp bạn đề ra kế hoạch hành động cho tương lai. Nếu chưa bao giờ làm vậy, bạn hãy xác định xem: - Bạn muốn đạt được điều gì? - Bạn muốn đạt được mục tiêu bằng cách nào? - Thời điểm bạn muốn đạt được mục tiêu là khi nào? Những nguyên tắc trình bày trong cuốn sách đều mang tính phổ quát, áp dụng cho mọi tình huống, tổ chức hoặc quốc gia. Hy vọng cuốn sách sẽ mang lại cho bạn nhiều điều mới mẻ và những khám phá thú vị. "
https://nhasachphuongnam.com/vi/lam-it-duoc-nhieu-vi.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/217/10_1.png,Làm Ít Được Nhiều,88000,Tâm lý - Giáo dục,Bìa mềm,13 x 20.5 cm,232,Chin-Ning Chu,None,NXB Đà Nẵng,None,978604840034,
https://nhasachphuongnam.com/vi/bai-hoc-vo-gia-tu-nhung-dieu-binh-di-tai-ban.html,https://nhasachphuongnam.com/images/thumbnails/213/213/detailed/215/1_w40d-zb.jpg,Bài Học Vô Giá Từ Những Điều Bình Dị ( Tái Bản ),64000,Tâm lý - Giáo dục,Bìa mềm,13 x 20.5 cm,216,Francis Xavier,None,NXB Tổng Hợp TP HCM,None,893508684620,
